CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U21093GA2021PTC014758,DAMODAR S.S PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,20000.00,2021-04-06,"H.NO 660, WARD NO 2,   MARGAO,FATORDA,South Goa,Goa,403602-India",Unlisted,Active,goa,Indian,21093,"Manufacturing (Paper and Paper products, Publishing, printingand reproduction of recorded media)"
U22210GA2011PTC006803,SCALE WORLD MAGAZINES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,2500000.00,2011-09-28,"OFFICE NO 59/60, ALFRAN PLAZA,   SECOND FLOOR, M.G ROAD , NEAR DON BOSCO,SCHOOL,,PANAJI,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,22210,"Manufacturing (Paper and Paper products, Publishing, printingand reproduction of recorded media)"
U46699GA2025PTC017241,CETAS COMMODITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2025-04-16,"FOURTH FLOOR, 3 N,DISTRACTIONS 1930  VASCO,Mormugao,South Goa,Goa,403802-India",Unlisted,Active,goa,Indian,46699,Trading
U47221GA2023PTC016277,ZAM LIQUOR PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,10000000.00,2000000.00,2023-12-06,"H.NO. 2/116-B/F/F-1,NAIKA, VADDO, CALANGUTE,Bardez,North Goa,Goa,403516-India",Unlisted,Active,goa,Indian,47221,Trading
U47912GA2023PTC016152,BUPAY DIGITAL PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2023-09-18,"S-1, DAMODAR APARTMENTS,ANSABHAT,Bardez,North Goa,Goa,403507-India",Unlisted,Active,goa,Indian,47912,Trading
U74910GA1998PTC002574,UGH VINTAGE RECRUITMENT AND MEDICAL SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100400.00,1998-07-20,"CACULO ENCLAVEST INEZ   PANAJI,GOA,Goa,403001-India",Unlisted,Active,goa,Indian,74910,Business Services
U85100GA2011PTC006646,DIVITA RENAL CARE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2011-04-05,"HOUSE NO 99-C   XELL, BESTORA,BARDEZ,Goa,403507-India",Unlisted,Active,goa,Indian,85100,"Community, personal and Social Services"
U85100GA2019PTC014153,NUTRIGOLIFE HEALTHCARE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2019-11-15,"H NO 222   DEVNAMOL KALAY, SANGUEM,GOA,South Goa,Goa,403704-India",Unlisted,Strike Off,goa,Indian,85100,"Community, personal and Social Services"
U85110GA2007PTC005012,MY EYE HOSPITAL PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2007-01-15,"SAPNA CHAMBERS, FO-8-10   BEHIND GRACE NURSING HOME,MARGAO,Goa,403601-India",Unlisted,Strike Off,goa,Indian,85110,"Community, personal and Social Services"
U85110GA2021PTC014878,NEW VRUNDAVAN MEDICAL AND RESEARCH PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,10500000.00,10000000.00,2021-07-09,"H.No.  205/1, Goa Housing Board   Mushirwado, Colvale,Mapusa,North Goa,Goa,403513-India",Unlisted,Active,goa,Indian,85110,"Community, personal and Social Services"
U85120GA2014PTC007529,STUDIO32 DENTAL CARE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2014-10-01,"House No.47(B), 1st Ward, Colva,   Salcete,,South Goa,South Goa,Goa,403708-India",Unlisted,Active,goa,Indian,85120,"Community, personal and Social Services"
U85199GA2005PTC004120,SADAYU HOLISTIC HEALTH SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2005-08-13,"H NO 165LUIS WARD   CALATA MAJORDA,GOA,Goa,403713-India",Unlisted,Strike Off,goa,Indian,85199,"Community, personal and Social Services"
U18100GA2022PTC015326,ARGEMIA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,20.00,2022-05-27,"Shop No 510, Rajwado   Mapusa,Bardez,North Goa,Goa,403507-India",Unlisted,Active,goa,Indian,18100,Manufacturing (Textiles)
U18101GA2003PTC003305,FENJOE GARMENTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2003-10-10,"HOUSE NO 1280KARNNAIK VADDO   MORJIM  PERNEM,GOA,Goa,000000-India",Unlisted,Under process of striking off,goa,Indian,18101,Manufacturing (Textiles)
U18759GA1995PTC003100,ROYAL GOAN BEACH RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,108000.00,1995-09-12,"HAATHI MAHAL, CAVELLOSIM   MOBOR,GOA,South Goa,Goa,403731-India",Unlisted,Converted to LLP,goa,Indian,18759,Manufacturing (Textiles)
U51311GA2004PTC003651,SWIFT SOURCE EXIMP PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,900000.00,2004-10-21,"201-B MATHIAS PLAZA  2ND FLOOR   18TH JUNE ROAD,PANAJI,Goa,403001-India",Unlisted,Active,goa,Indian,51311,Trading
U72900GA2019FTC013998,SOMS SYSTEMS PRIVATE LIMITED,ROC Goa,Company limited by shares,subsidiary of company incorporated outside India,Private,1000000.00,198030.00,2019-06-20,"H No. 175,Bogmalo,South Goa,Goa,403806-India",Unlisted,Active,goa,Indian,72900,Business Services
U72900GA2021PTC014811,DOBROKOT ENGINEERING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,20.00,2021-05-17,"House No 230/2-2   Bhomwada,Palye,North Goa,Goa,403512-India",Unlisted,Active,goa,Indian,72900,Business Services
U72900GA2021PTC014892,HDSOFT TECHNOLOGIES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,108000.00,2021-07-20,"H. No. 1395/34/C, SHARADANAGAR, KELBAIWA   MAYEM, BICHOLIM,,GOA,North Goa,Goa,403504-India",Unlisted,Active,goa,Indian,72900,Business Services
U72900GA2022OPC015224,CIRCAID (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,100000.00,10000.00,2022-04-04,"201, ANAND KUNJ   AIRPORT ROAD,CHICALIM,South Goa,Goa,403711-India",Unlisted,Active,goa,Indian,72900,Business Services
U72900GA2022PTC015592,LANORD EDUCATION PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2022-10-28,"HOUSE NO 766/A,   2ND FATRADE,VARCA,South Goa,Goa,403721-India",Unlisted,Active,goa,Indian,72900,Business Services
U72900GA2023OPC015713,CYBER OVERDRIVE (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,500000.00,10000.00,2023-01-03,"c/o LEENA VAZ, H.NO 9/76   KOTKARWADA,PERNEM,PERNEM,North Goa,Goa,403512-India",Unlisted,Active,goa,Indian,72900,Business Services
U23201GA1999PTC002673,MADKAI REFINING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,320000.00,1999-03-26,"S 15 JAIRAM COMPLEXNEVGINAGAR   PANAJI,GOA,Goa,403001-India",Unlisted,Active,goa,Indian,23201,"Manufacturing (Metals and Chemicals, and products thereof)"
U24100GA1993PTC007476,DIMAC ORGANICS PVT LTD,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,428000.00,1993-07-06,"SA-22 & 23, Cuncolim Industrial Estate,   Cuncolim-Salcete,,GOA,South Goa,Goa,403703-India",Unlisted,Active,goa,Indian,24100,"Manufacturing (Metals and Chemicals, and products thereof)"
U24222GA1995PTC001786,GLOW PAINTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,3000000.00,2800000.00,1995-02-28,"1, SHAIKH BUILDINGNEAR CANARA BANK   PONDA,GOA,Goa,403401-India",Unlisted,Active,goa,Indian,24222,"Manufacturing (Metals and Chemicals, and products thereof)"
U24231GA2003PTC003183,AZAVEDO PHARMA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2003-01-30,"HOUSE NO. 153/1, MAE DE DUESSANGOLDA   BARDEZ,GOA,North Goa,Goa,403511-India",Unlisted,Strike Off,goa,Indian,24231,"Manufacturing (Metals and Chemicals, and products thereof)"
U51909GA1993PTC001409,MULTIPURPOSE INDUSTRIAL SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,1993-08-12,"House No 58 B   Near Chicalim Park,Vasco Da Gama,South Goa,Goa,403711-India",Unlisted,Active,goa,Indian,51909,Trading
U51909GA2014PTC007454,MOTIVI PHARMACEUTICALS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2014-03-25,"PLOT S-12 NEAR SHARAYU TOYOTA   COLVALE INDUSTRIAL ESTATE,COLVALE,North Goa,Goa,403513-India",Unlisted,Active,goa,Indian,51909,Trading
U51909GA2020PTC014499,CHAINLINK TECHNOLOGY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,20000.00,2020-09-18,"1ST FLOOR, SAPANA PLAZA   OFFICE NO. 27,MARGAO,South Goa,Goa,403602-India",Unlisted,Active,goa,Indian,51909,Trading
U51909GA2021PTC014729,KINGS THRONE SERVICES AND EXPORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2021-03-17,"HOUSE NO. 80/3 F. F-2(A/4)   SFX RESIDENCY,OLDGOA,North Goa,Goa,403402-India",Unlisted,Active,goa,Indian,51909,Trading
U51909GA2022PTC015295,SMARTY PANTS CLOTHING & APPAREL PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2022-05-20,"House No 165/3, B-C6, Sharayu Serenity,   Uccassaim,Bardez,North Goa,Goa,403507-India",Unlisted,Active,goa,Indian,51909,Trading
U70101GA1989PTC000942,KURTARKAR REAL ESTATES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,15000000.00,13000000.00,1989-01-27,"322 A,KURTARKAR CHAMBERSMALBHAT   MARGAO,GOA,Goa,403601-India",Unlisted,Active,goa,Indian,70101,Real Estate and Renting
U70101GA1992PTC001308,CANDOLIM DEVELOPERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,820000.00,1992-12-11,"B-201, PEROLA DO MAR RESORTS   OPP PRIMARY HEALTH CENTRE, MAIN CHOGM RO,AD,CANDOLIM,Goa,403515-India",Unlisted,Active,goa,Indian,70101,Real Estate and Renting
U70101GA1994PTC001736,TOWN COUNTRY REAL ESTATES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,1000000.00,1994-12-21,"Salgaocar Centre, E4, Murgaon Estate   Off Airport Road,Chicalim,South Goa,Goa,403711-India",Unlisted,Active,goa,Indian,70101,Real Estate and Renting
U70101GA1995PTC001760,MADHAVI REAL ESTATES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,1995-01-25,"RIZVI TOWERS, C- WING   FLAT NO. 102, ST. INEZ,PANAJI,Goa,403001-India",Unlisted,Strike Off,goa,Indian,70101,Real Estate and Renting
U70101GA1995PTC001898,MERCURY CONSTRUCTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,2000.00,1995-07-20,"OFFICE NO 82ND FLOOR DURGA APARTMENTS   LUIS DE MIRANDA ROAD MARGAO,GOA,Goa,403601-India",Unlisted,Strike Off,goa,Indian,70101,Real Estate and Renting
U70101GA2004PTC003759,RISHMA CONSTRUCTION PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2004-12-29,"1ST FLOOR SUKDOW BUILDINGNEXT TO MADGAUM URBAN   CO-OP BANK OPP CINE LATA,MARGAO GOA,Goa,403601-India",Unlisted,Under process of striking off,goa,Indian,70101,Real Estate and Renting
U70101GA2005PTC003768,YESHWANT DESAI CONSTRUCTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,200000.00,2005-01-04,"HOUSE NO 156GAONDONGRIM   CANCONA,GOA,Goa,000000-India",Unlisted,Strike Off,goa,Indian,70101,Real Estate and Renting
U70101GA2006PTC004714,JESSICA APARTMENTS AND REAL ESTATE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2006-06-21,"S-1, SOFIA HOLIDAY HOMES,   KHOBRAWADDO,,CALANGUTE,Goa,403516-India",Unlisted,Active,goa,Indian,70101,Real Estate and Renting
U70101GA2010PTC006295,MHANKAR DESSAI DEVELOPERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2010-02-11,"DB- 2, MADHURA, COMFORT ESTATE,   CARRIA MODDI,CURCHOREM,South Goa,Goa,403706-India",Unlisted,Active,goa,Indian,70101,Real Estate and Renting
U70101GA2013PTC007183,KISMAT ESTATES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-03-11,"H. NO.367,   KHANDY CAVELOSSIM,KHANDY CAVELOSSIM,South Goa,Goa,403004-India",Unlisted,Active,goa,Indian,70101,Real Estate and Renting
U70101GA2014PTC007404,LUXVILLA ESTATES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2014-01-15,"UNIT NO. 106, Gera Emporium   PAITO PLAZA,PANJI,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,70101,Real Estate and Renting
U85300GA2021PTC015043,NEXPATH LABORATORIES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2021-11-29,"House No 41-B, Kadar Bunglow, Near Hotel   Goa, International Miramar, Panaji,,Panjim,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,85300,"Community, personal and Social Services"
U85300GA2022NPL015132,RAVIYOG FOUNDATION,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,1000.00,2022-02-02,"F NO 211, 2ND FLOOR,   MURGAO AVENUE, VASCO-DA-GAMA,VASCO,South Goa,Goa,403803-India",Unlisted,Active,goa,Indian,85300,"Community, personal and Social Services"
U85310GA2020PTC014360,DOCSAGAR ECOMM (INDIA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,400.00,2020-06-12,"SAPANA EXOTICA, SH.NO.7, 263/6 (G),   NR. MAJORDA BEACH RESORTS,  KIRBHAT,,MAJORDA,South Goa,Goa,403713-India",Unlisted,Active,goa,Indian,85310,"Community, personal and Social Services"
U85420GA2025NPL017254,HFG EDUCATION AND LEARNING FOUNDATION,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2025-04-20,"Office No 301, Shanta,Building, St.Inez,Tiswadi,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,85420,"Community, personal and Social Services"
U29119GA2009PTC006030,ARUL LINU GRABS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,10000000.00,4400000.00,2009-02-27,"OFFICE NO: 302 & 303, 3rd FLOOR   ANAND TRADE CENTRE,VASCO DA GAMA,South Goa,Goa,403802-India",Unlisted,Active,goa,Indian,29119,Manufacturing (Machinery and Equipments)
U29190GA2021PTC014705,CHOWGULE FIBERGLASS SHIPS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,10000000.00,10000000.00,2021-02-26,"Gambar Appts   F.No.503,Vasco,South Goa,Goa,403802-India",Unlisted,Active,goa,Indian,29190,Manufacturing (Machinery and Equipments)
U29248GA1992PLC001214,SAFEWAYS DEVELOPMENT FINANCE COMPANY LIMITED,ROC Goa,Company limited by shares,Non-government company,Public,1000000.00,10600.00,1992-03-10,"2ND FLOOR  D MELLO APARTMENTPAJIFOND   MARGAO,GOA,Goa,403601-India",Unlisted,Strike Off,goa,Indian,29248,Manufacturing (Machinery and Equipments)
U29299GA1979PTC000384,TRANSWELD PRODUCTS PRIVATE LIMITED.,ROC Goa,Company limited by shares,Non-government company,Private,750000.00,750000.00,1979-12-20,"D/2-7, CORLIM INDUSTRIAL ESTATE   CORLIM,,ILHAS,Goa,403110-India",Unlisted,Active,goa,Indian,29299,Manufacturing (Machinery and Equipments)
U45203GA2005PTC003857,RIBCO CONSTRUCTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,5500000.00,5050000.00,2005-02-18,"HOUSE NO  C-4-79(2)AMBICA APARTMENTS   CHANDRA WADO,MARGAO  GOA,Goa,403602-India",Unlisted,Active,goa,Indian,45203,Construction
U45209GA2022PTC015103,CAAVA SPACES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-01-05,"House No.-27/1G   Sodiem, Siolim Bardez Goa,SIOLIM,North Goa,Goa,403517-India",Unlisted,Active,goa,Indian,45209,Construction
U45209GA2022PTC015489,SATKRITA INFRA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2022-08-31,"Office No 521, Gera Imperium Star, Patto,Panjim,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,45209,Construction
U72200GA2000PTC002890,COMPANION SOFTWARE TECHNOLOGIES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2000000.00,223000.00,2000-08-28,"SHIVRAM APARTMENTS,GROUND FLOOR,   3 & 4, SHANTINAGAR,,PONDA, GOA 403 401.,Goa,403401-India",Unlisted,Strike Off,goa,Indian,72200,Business Services
U72200GA2004PTC003578,EQUINOX INFOWAY (INDIA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2004-08-16,"VISA PLAZA  FIRST FLOOROPP JINA S FASHION AVENUE   NEAR HARI MANDIR,MARGAO GOA,Goa,403601-India",Unlisted,Under process of striking off,goa,Indian,72200,Business Services
U72200GA2019PTC013893,MYPIGGY TECH PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2019-03-11,"FLT NO. S-4, MOONLIGHT APARTMENT,   CHURCH WARD,,CORLIM,North Goa,Goa,403110-India",Unlisted,Strike Off,goa,Indian,72200,Business Services
U25119GA1965PTC000033,TYRESOLES GOA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,2000000.00,1965-06-01,"ANAND BHUVANOLD STATION ROAD   MARGAO,GOA,Goa,403601-India",Unlisted,Active,goa,Indian,25119,"Manufacturing (Metals and Chemicals, and products thereof)"
U25207GA1988PTC000896,FRONT-LINE PLASTICS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,1988-09-26,"C/O A G GHATKARHOUSE NO E-86   DADA VAIDYA ROAD,PANAJI GOA,Goa,403001-India",Unlisted,Under process of striking off,goa,Indian,25207,"Manufacturing (Metals and Chemicals, and products thereof)"
U25209GA1988PTC000889,ORBIT PLASTICS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,1988-09-26,"SHRI SADASHIV V  SHETS-15  JAIRAM COMPLEX,   NEVGI NAGAR,PANAJI,GOA,Goa,403001-India",Unlisted,Active,goa,Indian,25209,"Manufacturing (Metals and Chemicals, and products thereof)"
U26942GA1999PTC002697,DALISON NOVATECH PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,900000.00,500.00,1999-06-16,"E-8/122  ORATARIO JOSHIARARIM  V & P O SALIGAO   BARDEZ,GOA,Goa,000000-India",Unlisted,Strike Off,goa,Indian,26942,"Manufacturing (Metals and Chemicals, and products thereof)"
U27101GA2006PTC004468,ELSTEEL MODULAR PRODUCTS INDIA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,250000000.00,239758520.00,2006-02-23,"PLOT NO. 3, PHASE III,   HONDA INDUSTRIAL ESTATE, HONDA,SATTARI,Goa,403530-India",Unlisted,Active,goa,Indian,27101,"Manufacturing (Metals and Chemicals, and products thereof)"
U73100GA2017PTC013340,PINTUDE TECHNOLOGIES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-09-05,"FLAT NO. J-9, FEIRA ALTA APARTMENTS   GAUNSA VADDO,MAPUSA BARDEZ,North Goa,Goa,403507-India",Unlisted,Strike Off,goa,Indian,73100,"Community, personal and Social Services"
U52311GA1995PTC001881,CLIN MEDICALS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,1995-06-29,"TIVIM INDUSTRIAL ESTATE P OKARASWADA   MAPUSA,GOA,Goa,403507-India",Unlisted,Strike Off,goa,Indian,52311,Trading
U52335GA2009PTC006155,KORDE ELECTRICALS AND ELECTRONICS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,600000.00,2009-08-05,"GOVIND SMRITI, HOUSE NO.148   SHANTINAGAR,PONDA,Goa,403401-India",Unlisted,Active,goa,Indian,52335,Trading
U52590GA2012PTC006892,ROSCOM TRADING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2012-03-01,"PLOT NO. F-14, LA MARVEL   N I O DONA PAULA,PANAJI,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,52590,Trading
U27105GA1993PLC001355,SESA INDUSTRIES LIMITED,ROC Goa,Company limited by shares,Non-government company,Public,200000000.00,200000000.00,1993-05-17,"SESA GHOR,   20,  EDC COMPLEX,  PATTO,PANAJI,North Goa,Goa,403001-India",Unlisted,Amalgamated,goa,Indian,27105,"Manufacturing (Metals and Chemicals, and products thereof)"
U27109GA1977PTC000295,GOA SUPER ELECTRODES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,405000.00,1977-01-03,"SA-10, SANCOALA INDUSTRIALESTATE,   ZUARINAGAR,,GOA.,Goa,403726-India",Unlisted,Active,goa,Indian,27109,"Manufacturing (Metals and Chemicals, and products thereof)"
U27203GA1985PTC000629,ALCOM ALUMINIUM INDUSTRIES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,500000.00,1985-07-24,"NATASHABEHINDH.P.PETROLPUMP,FATORDA,MARGAO-,GOA.,Goa,403601-India",Unlisted,Active,goa,Indian,27203,"Manufacturing (Metals and Chemicals, and products thereof)"
U27320GA1995PTC001891,ZINCAL METALLOYS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2000000.00,100000.00,1995-07-13,"31, AMBORA,P.O.LOUTOLIM,   SALCETE,GOA,Goa,403707-India",Unlisted,Strike Off,goa,Indian,27320,"Manufacturing (Metals and Chemicals, and products thereof)"
U28113GA2000PTC002827,PK COMPOSITES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2000-03-02,"503/504, COSMOS CENTRENEAR MARKET   MAPUSA BARDEZ,GOA,Goa,403507-India",Unlisted,Amalgamated,goa,Indian,28113,"Manufacturing (Metals and Chemicals, and products thereof)"
U50102GA2005PTC004032,ASHVEK MOTORS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,2500000.00,2005-05-16,"GR. FLOOR, ROSEDEL ENCLAVE   OLD MARKET CIRCLE, MARGAO,GOA,Goa,403601-India",Unlisted,Active,goa,Indian,50102,Trading
U50400GA2012PTC006900,ISHWARI MOTORS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,8100000.00,8100000.00,2012-03-14,"1424-A F3   NAVNATH CHAMBERS,BICHOLIM,North Goa,Goa,403504-India",Unlisted,Active,goa,Indian,50400,Trading
U51109GA1988PTC000917,ROHIT IMPORTERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,200000.00,200.00,1988-10-19,"6,ALMEIDA MANSIONMALBHAT   MARGOA,GOA,Goa,403601-India",Unlisted,Strike Off,goa,Indian,51109,Trading
U74899GA1988PTC013825,FIBROPLAST MARINE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,75000000.00,58966000.00,1988-10-28,"FLAT NO-02   GABMAR APPARTMENT,VASCO DA GAMA,South Goa,Goa,403802-India",Unlisted,Active,goa,Indian,74899,Business Services
U74900GA2008PTC005769,ANANYA MANPOWER SOLUTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2008-05-16,"HOUSE NO 207, AMBROSIA CORPORATE PARKS,   PLOT NO 39, PATTO-PLAZA,,PANAJI,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,74900,Business Services
U74900GA2009PTC006231,PISCES EXIM (INDIA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,50000000.00,100000.00,2009-11-27,"ROW BUNGLOW NO.5   VALMIKI BAUG, MUNGUL,MARGAO,Goa,403601-India",Unlisted,Under CIRP,goa,Indian,74900,Business Services
U74900GA2011PTC006577,PRISM WEIGHING INDIA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,100000.00,2011-01-20,"A-12, IMPERIAL ARCADE, AGASSAIM MERCURIM VILLAGE   ST LAWRENCE,PILAR,North Goa,Goa,403204-India",Unlisted,Active,goa,Indian,74900,Business Services
U74900GA2011PTC006630,ULTIMATE DESTINATIONS AND EVENTS (INDIA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2011-03-19,"H.NO.97A   ASCANIO COSTA ROAD,MARGAO,South Goa,Goa,403601-India",Unlisted,Strike Off,goa,Indian,74900,Business Services
U45201GA1997PTC002334,VALHEN BUILDERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,500000.00,1997-05-06,"HOUSE NO 119,   ALTINHO,PANAJI,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,45201,Construction
U45201GA2001PTC002984,AISHA CONSTRUCTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2001-05-23,"FF-05  4TH FLOORRANI PRAMILA ARCADE   18TH JUNE ROAD PANAJI,GOA,Goa,403001-India",Unlisted,Under process of striking off,goa,Indian,45201,Construction
U45201GA2006PTC004659,SHREE ADITYA CONSTRUCTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,47500000.00,7500000.00,2006-05-29,"H. NO. 2801, A1-A, VASUDEV RETREAT,   VASUDEV NAGAR,BICHOLIM,North Goa,Goa,403529-India",Unlisted,Active,goa,Indian,45201,Construction
U45201GA2022PTC015179,HINDFRATECH PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,10000.00,10000.00,2022-03-21,"H.No.140/A   (II) Poriebhat,Verna, South Goa,Goa,South Goa,Goa,403722-India",Unlisted,Active,goa,Indian,45201,Construction
U55209GA2017PTC013432,JAQK HOLIDAYS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-12-15,"Villa B3, Heritage Exotica, Mainath Bhati,Near Mello Rosa Resort,Bardez,North Goa,Goa,403516-India",Unlisted,Active,goa,Indian,55209,Trading
U55209GA2018PTC013567,SECRETE GARDEN RESTAURANT PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,100000.00,2018-05-10,"H NO 293   MADHALAWADA,HARMAL PERNEM,North Goa,Goa,403512-India",Unlisted,Active,goa,Indian,55209,Trading
