CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U55101GA2006PTC004334,GLYNNANT VILLAS (GOA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2006-01-12,"LILES RESIDENCY   HOUSE NO 3/E, GF/2, POVOACAO, CANA BENAU,LIM,BENAULIM,South Goa,Goa,403716-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004360,FEET FIRST IN GOA TOURISM AND RESTAURANT PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2006-01-20,"H. No. 195, School Road,   Palolem, Canacona,Canacona,South Goa,Goa,403702-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004410,HIBISCUS HOLIDAY HOMES (GOA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,1013900.00,2006-02-08,"RH 18 DANIKA RESIDENCY PHASE 2NEAR COLVA POLICE   STATION VANELIM COLVA SALCETE,GOA,Goa,403601-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2006PTC004472,WHITE RAJ RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,30000000.00,26142500.00,2006-02-24,"405, Vaglo Vision,   18th June Road, Panjim,Tiswadi,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2006PTC004489,SOMA HOTEL AND HEALTH PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2000000.00,1889000.00,2006-03-02,"NO. 35, SAUNTA VADDO,ASSAGAO, BARDEZ,   GOA,GOA,Goa,000000-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2006PTC004605,TUSCAN BEACH RESORT PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2006-04-28,"DONA ROSA FLAT NO 44 FIRST FLOOR   NEAR ST ROQUE CHAPPEL FATRADE VARCA SOUT,H GOA,NA,Goa,403708-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004610,BLUE SWALLOW RESORT (GOA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2006-05-02,"HOUSE NO 150  UTORDA POST   MAJORDA SALCETE SOUTH GOA,NA,Goa,403713-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004661,ATHENA HOTELS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2006-05-31,"KAMAT HOUSE NO. 599, NEAR NINE BAR   VAZRANT, VAGATOR,ANJUNA,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004673,VICTOE HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,1812400.00,2006-06-09,"FLAT  NO.E/8,3RD FLOOR   G.K.P. COMPLEX,CALANGUTE,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004676,KITES NEST GUEST HOUSE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,4600000.00,4538700.00,2006-06-09,"1, PLAZA MARIA LILIA   BEHIND ST. ALEX CHURCH, NAIKA VADDO,CALANGUTE,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004753,GOA PALMS RESORT PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2006-07-24,"H.NO. 4/112 A   PORBA VADDO,CALANGUTE BARDEZ,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004764,POUSADA RESORTS AND ESTATES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,500000.00,2006-08-04,"H NO 424   W N 12 BORDA,MARGAO,Goa,403601-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2006PTC004780,DERWENT HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,30000000.00,12444000.00,2006-08-17,"Apt No. B 703 , Nazri Resort,   Saunta Vaddo, Baga,,Calangute Bardez,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004793,ZEUS HOSPITALITIES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,500000.00,2006-08-22,"F3 DEVASHREE ENCLAVE ALTO BELLA VISTA   P. O SALIGAO,CALANGUTE,North Goa,Goa,403511-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004803,BARRONI HOLIDAY HOME PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1336000.00,0.00,2006-08-24,"UNIT NO A S 8   MICON ARCADE , MOBOR ,CAVELOSSIM,CAVELOSSIM,Goa,403731-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004821,SIMPSON RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1200000.00,1136600.00,2006-09-06,"APT. NO. A4-204,   SALDANHA KYLE GARDENS, COBRA VADDO,,CALANGUTE,Goa,403516-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2006PTC004831,MARGAUX HOTELS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,5000000.00,5000000.00,2006-09-13,"HOUSE NO. 394H   AGONDA,CANACONA,Goa,403702-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2006PTC004834,LEO AND DINA RESORT PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2006-09-19,"H. NO.81,   MISQUITA MARY HOUSE,CANDOLIM,Goa,403515-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004872,CORNER RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2006-11-08,"MARVINA BAY BEACH RESORT   ANNAWADO, CANDOLIM,BARDEZ,CALANGUTE,Goa,403516-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2006PTC004908,BOAZ ACCOMMODATION PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2006-11-28,"H. NO.207/26,   NEW VADDO,,MORJIM PERNEM,North Goa,Goa,403512-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004924,JOE AND MARY HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2006-12-08,"FLAT NO.220, 2ND FLOOR, BLOCK B,   SILLA GOA RESORT,CALANGUTE,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004948,ADVANI FLIGHT CATERING SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2006-12-19,"Airport Plaza, Airport Road   Sancoale,Dabolim,South Goa,Goa,403801-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2006PTC004955,CAMBRIAN LEISURE RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,3000000.00,3000000.00,2006-12-22,"9, MEERA HOLIDAY HOMES, 295/13i,   3RD WARD COLVA BEACH,COLVA,Goa,403708-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2006PTC004964,BERNARD HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,895100.00,2006-12-28,"5, PLAZA MARIA LILIA   BEHIND ST ALEX CHURCH NAIKAVADDO,CALANGUTE,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC004999,JACOBUS HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2007-01-11,"S-19, SECOND FLOOR, A BUILDING   APNA BAZAR,MARGAO,South Goa,Goa,403601-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005001,ADRIAN HOLIDAY HOMES (GOA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2007-01-11,"S-19, APNA BAZAR   A BUILDING,MARGAO,South Goa,Goa,403601-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005015,DASA GUEST HOUSE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2007-01-15,"1 PLAZA MARIA PLAZA   BEHIND ST ALEX CHURCH , NAIKA VADDO,CALANGUTE,South Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005032,DAVID AND CHRISTINE HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,3000000.00,2420500.00,2007-01-23,"TF 301, CAMPOS VERDES   MENDIS VADDO,NAGOA,Goa,403518-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2007PTC005045,MOLLY HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1200000.00,1178900.00,2007-01-24,"H.No. 6l278lClCF-4 Khobra Vaddo,   Calangute,Goa,North Goa,Goa,403516-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2007PTC005052,MARCHANT HOSPITALITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,9000000.00,8959000.00,2007-01-31,"707, Katebag, Poinguinim,,Canacona,South Goa,Goa,403702-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2007PTC005057,ROSS LEISURE VILLAS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2007-02-01,"S-19, SECOND FLOOR, A BUILDING   APNA BAZAR,MARGAO,South Goa,Goa,403601-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005117,NICE RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2007-03-06,"HOUSE NO. 14/10   CONFRARIA,CANDOLIM,North Goa,Goa,403515-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005118,DAVID SLAVKA LEISURE RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2007-03-06,"S-19, APNA BAZAR   SECOND FLOOR,MARGAO,South Goa,Goa,403601-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005138,JULIA STEVENS HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,6000000.00,5092300.00,2007-03-13,"2004, GR FLOOR, BLOCK B   RIVIERA HERMITAGE, XIMER,ARPORA,Goa,403518-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2007PTC005159,JUAN HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2007-03-21,"LAC ABODE   CARRASCO-VADDO,MAPUSA,North Goa,Goa,403507-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005174,NEW SOUL CATERING SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2007-03-23,"FLAT CS-2   SUN PARK RESORT, KHOBRA VADDO,CALANGUTE,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005198,JOHN AND KATHS HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1400000.00,392400.00,2007-03-29,"FLAT NO.A-2, 303, KYLE GARDENS   KHOBRA VADDO,CALANGUTE,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005216,ASTRA HOLIDAY VILLAS (GOA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2007-04-03,"S-19, SECOND FLOOR   APNA BAZAR,MARGAO,South Goa,Goa,403601-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005312,RESORT CONCEPTS (GOA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2007-05-15,"FLAT NO.1   187, SAMUDRADARSHAN,  NEAR SBI,  UNIVERS,ITY BRANCH,DONA PAULA,North Goa,Goa,403402-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005333,SHANTI GUEST HOUSES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2007-05-30,"FLAT NO.4C, LANDSCAPE   BEHIND BEACHES RESTAURANT,CANDOLIM BARDEZ,North Goa,Goa,403515-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005339,BLISS GUEST HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,200000.00,100000.00,2007-06-06,"302,3RD FLOOR   MARIA LILIA,NAIKA VADDO,BARDEZ,CALANGUTE,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005357,ROBIN HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,4300000.00,4300000.00,2007-06-19,"172/1   Peacevalley,deumol,Quepem,Goa,403705-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005444,VISTAR HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2007-10-03,"172/1, PEACE VALLEY,   DEUMOL, SIRVOI,QUEPEM,South Goa,Goa,403705-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005458,MAPLE HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2007-10-13,"172/1, PEACE VALLEY,   DEUMOL, SIRVOI,QUEPEM,South Goa,Goa,403705-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2007PTC005517,BARRY HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2007-12-08,"ROOM NO 22   SKYLARK RESORT,COLVA,South Goa,Goa,403708-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2008PTC005625,CAMPBELL HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2008-02-23,"ILF RIVIERA PALMS   ARPORA,ARPORA,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2008PTC005793,RUSSIAN BEER RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2008-06-09,"H. No. 904,   Vithaldas Wada, Morjim, Pernem,Morjim,North Goa,Goa,403512-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2008PTC005862,EDEN PARK HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,100000.00,2008-08-13,"APARTMENT B-9 SIOLIM ENCLAVE   BAMAN VADDO,SIOLIM BARDEZ,North Goa,Goa,403517-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2008PTC005963,JASPERS COFFEE HOUSES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2008-12-02,"1584/2, GRAND CHIWAR   ANJUNA BARDEZ,,ANJUNA,Goa,403509-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2009PTC006007,RONALD AND THOMS HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,200000.00,100000.00,2009-02-02,"HOUSE NO 269/1   DANDA VADDO,SIOLIM,North Goa,Goa,403517-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2009PTC006078,BRAMHA SEQUEIRA HOSPITALITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,100000.00,2009-05-19,"LEONARA APPARTMENTS FLAT NO.B-7   ST. MARY'S COLONY NEAR STALLAMARIS,CHAPA,L MIRAMAR,PANJIM,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2009PTC006099,MENINO HOTELS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2009-05-22,"H.NO.88, CASA MENINO, SHANTINAGAR,   PONDA GOA,PONDA,South Goa,Goa,403401-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2009PTC006143,NEW HAVEN RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,10500000.00,4500000.00,2009-07-24,"House No.68, Moira, Pirazona,Mapusa,North Goa,Goa,403507-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2009PTC006199,PALOLEM KITE HOSPITALITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2009-10-14,"251, PATNEM   COLOMBE,CANACONA,South Goa,Goa,403702-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2009PTC006853,DEZIRE HOLIDAYS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,5000000.00,650000.00,2009-02-17,"House No.EHN-385, Ward No.7,,Village Muguli,,Sangaum,South Goa,Goa,403704-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2010PTC006350,KIRILL KOVALENKO HOTELS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2010-04-13,"VILLA B13   BAY WATCH, SERNABATIM,COLVA,South Goa,Goa,403708-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2010PTC006499,BARNALI AND METHVEN LEISURE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2010-09-28,"E-22 , PORTAIS,   PANAJI GOA,PANAJI,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2010PTC006558,EASY WAYS (GOA) RESTAURANTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2010-12-31,"Survey No. 379/7,   DeulWado, Chapora, Bardez,Chapora,North Goa,Goa,403509-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2011PTC006579,ROCOCCO RESORTS (GOA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,10000000.00,7019440.00,2011-01-24,"VITHALDAS WADDO,MORJIM PERNEM,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2011PTC006754,GIORGIO RESORT PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2011-08-04,"House No. 467/68A   Temar Vado,Assagao,North Goa,Goa,403507-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2012PTC007031,ISLANDWORLD HOSPITALITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2012-08-24,"201-B, MATHIAS PLAZA   18TH JUNE ROAD,PANAJI,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2013PTC007317,BEST PRICE HOTELS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-09-05,"VILLA NO. 5, RESORT RIO, TAMBUDKI,ARPORA,North Goa,Goa,403518-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2014PTC007522,INDIGOA VILLAS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,7500000.00,7500000.00,2014-09-25,"INDIGOA VILLAS PRIVATE LIMITED   H.NO 1/13/4 A ,VILLA B, GRANDE MOROD,SALIGAO,North Goa,Goa,403511-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2015PTC007616,SIMROSE RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,3600000.00,3568000.00,2015-03-26,"275/2, COLOMB,   CANACONA,CANACONA,South Goa,Goa,403702-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2017PTC013182,NSG HOSPITALITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-03-24,"P No 38 Shed No. D2 - 3   Thivim Industrial Estate, Karaswada,Mapusa,North Goa,Goa,403526-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2019PTC014105,KEYHOLDERS HOLIDAYS AND HOTELS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2019-10-03,"608/2   ST ANTHONY PRAIS WADOO,ANJUNA,North Goa,Goa,403509-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2021PTC014722,CINNAMON RESORT MANAGEMENT PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2021-03-11,"C/o MAHESH S PEDNEKAR   H.No.462, TITA VADDA,NERUL,North Goa,Goa,403516-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2021PTC014786,EDGEWATER HOSPITALITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2021-04-30,"House No Flat NOSVT/3 Block,E,Adwalpalkar   Shelter/3,Panjim,North Goa,Goa,403002-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2021PTC014870,HAB MOB PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,10000.00,2021-07-06,"Grand Chivar, Anjuna Mapusa B,Goa,North Goa,Goa,403509-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2022PTC015297,SEISSIAN FAST FOOD PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,20.00,2022-05-20,"H.No. 42/2, Dabholwada,,Chapora,North Goa,Goa,403509-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2024PTC016915,ZONE7 HOSPITALITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2024-11-11,"H.NO.4/100E/A-2,,PORBA VADDO, CALANGUTE,Bardez,North Goa,Goa,403516-India",Unlisted,Active,goa,Indian,55101,"Transport, storage and Communications"
U55102GA2006PTC004363,SHADY PALMS APARTMENTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,101000.00,2006-01-23,"F/3, ROSEMARY APARTMENT, ORDA , CANDOLIM   BARDEZ,GOA,Goa,403515-India",Unlisted,Active,goa,Indian,55102,Trading
U55103GA2006PTC004594,ELBANA GUEST HOUSE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2006-04-21,"HOUSE NO 194  PETNEM   CANACONA  PETNEM SOUTH GOA,NA,Goa,403702-India",Unlisted,Strike Off,goa,Indian,55103,Trading
